Maddie,Morillas,43,Design Engineer,571706.66,46236.45
Pierce,McCuffie,74,Payment Adjustment Coordinator,492610.0,11984.38
Margareta,Nethercott,76,Senior Editor,490261.61,30829.59
Leilah,Rosini,89,Marketing Manager,21527.06,20319.58
Alden,Redsell,45,Software Consultant,942142.68,36238.98
Garrik,Meir,39,Chemical Engineer,863796.71,17134.77
Sascha,Doumer,48,Information Systems Manager,573129.42,42501.59
Neal,Getch,66,Environmental Tech,880989.24,39661.58
Valera,Skeldon,98,Nuclear Power Engineer,309224.07,43258.72
Angie,Wardingley,67,Community Outreach Specialist,927901.78,42228.84
Katrine,Maggill'Andreis,87,Internal Auditor,214479.52,10191.29
Ryann,Yakobowitz,18,Account Representative II,594599.44,41115.09
Elbert,Doget,41,Help Desk Technician,426876.76,11615.82
Gert,Tocknell,35,Office Assistant III,876556.16,19730.06
Lazar,Dilliway,45,Operator,995345.29,19779.17
Blinni,Sidary,44,Operator,130154.76,13090.03
Rafi,Cartin,84,Account Executive,567063.82,280.28
Doug,Semper,98,VP Quality Control,807498.02,27221.52
Alli,Mamwell,46,Assistant Professor,491064.66,49669.32
Raul,Raraty,58,Research Associate,139068.98,22212.66
Arlyne,Dumphries,82,VP Product Management,439285.79,47987.04
Madonna,Summersett,62,Actuary,326714.12,12284.58
Orly,de Zamora,84,Geological Engineer,550457.32,40920.51
Saw,Byre,27,Recruiter,878324.02,47890.98
Terrell,Troutbeck,89,Chief Design Engineer,990884.18,31019.26
Melantha,Prater,64,Tax Accountant,83294.85,9656.44
Udall,Ausher,73,Structural Engineer,503905.74,23756.93
Kala,Blaes,79,Web Designer III,417039.47,49489.45
Nellie,Aphale,76,Nurse,584304.12,46489.9
Onida,McKinstry,47,Project Manager,394507.93,31077.44
Andeee,Luttger,73,Computer Systems Analyst III,888586.84,3136.97
Josey,Verrill,20,Accounting Assistant II,400319.94,33554.51
Carolyne,Stidworthy,56,Programmer Analyst IV,887460.25,26285.68
Jessamyn,Dreschler,26,VP Sales,833752.56,34532.8
Hector,O'Shields,55,Legal Assistant,126682.68,26675.91
Benedict,Grisdale,83,Programmer Analyst IV,668197.66,11696.43
Libbey,Chrippes,99,Desktop Support Technician,885065.91,49335.32
Lucinda,Innett,26,Biostatistician I,680672.94,22350.71
Carmen,Mazdon,89,Nurse,430455.64,6532.91
Abbe,Barnwell,85,Food Chemist,12148.96,2180.3
Selestina,Leathley,67,Sales Representative,280583.01,45378.36
Drucill,Upfold,81,Professor,633505.59,37478.19
Kenyon,Stodart,86,Speech Pathologist,326792.82,25855.48
Judie,O'Luby,86,Senior Editor,509694.46,46421.63
Karen,Huggett,36,Social Worker,181495.6,19347.31
Nickolas,Arnowitz,97,Programmer IV,797045.36,18058.37
Vernice,Kenforth,88,Geological Engineer,755305.63,29268.92
Ardella,Eustace,19,Business Systems Development Analyst,620256.5,9080.21
Peggi,Patron,47,Project Manager,896384.52,31398.35
Cherry,Preshaw,80,VP Quality Control,899335.68,39556.12
Rubetta,Gloyens,94,Nuclear Power Engineer,101894.64,44893.31
Kerby,Spedroni,40,Senior Quality Engineer,236794.42,46593.42
Kennedy,Rimbault,84,Product Engineer,36562.64,36275.1
Chantalle,Heather,80,Junior Executive,580880.1,35293.26
Ashley,Cawthra,77,Analog Circuit Design manager,988450.38,21161.47
Temple,Braybrooks,28,Cost Accountant,595395.82,36485.53
Phyllis,Hoyland,55,Media Manager I,806548.25,25997.75
Mahmud,Scotts,29,VP Marketing,367263.76,4732.75
Lin,Partner,86,Recruiter,20879.71,49680.79
Ailee,Ccomini,99,Account Coordinator,96508.05,8070.75
Ludovico,Tomsa,59,Food Chemist,249849.43,28062.54
Vassili,Clissold,34,Food Chemist,611233.48,13494.89
Griswold,Olenikov,67,Environmental Specialist,990222.95,17499.24
Amerigo,Trevethan,58,Product Engineer,925378.24,24350.33
Star,Hylton,94,Technical Writer,825517.64,48543.97
Billy,Bollin,38,Computer Systems Analyst II,490098.94,5318.6
Pacorro,Goullee,54,Occupational Therapist,493918.7,43289.23
Tomaso,Coopey,24,Chief Design Engineer,396508.1,6505.31
Trixy,Titmus,63,Marketing Manager,686882.11,36641.34
Ailey,Gauld,81,Environmental Specialist,604324.26,18355.45
Gina,Jiru,31,Director of Sales,766017.69,45600.79
Dorothea,Chapman,58,Account Executive,734044.84,24556.37
Ambrosi,Seatter,67,Chemical Engineer,573524.75,32417.25
Nelli,Rich,94,Programmer Analyst I,93700.29,40195.23
Marie-ann,Thorneywork,48,Analyst Programmer,370665.6,25818.34
Corene,Rasper,60,Financial Advisor,881286.38,29229.45
Dov,Comellini,81,Associate Professor,955594.9,33496.94
Jenn,Stilly,18,Assistant Manager,981205.21,3751.29
Danita,Southby,44,Quality Control Specialist,25862.52,35195.99
Isahella,Bulcroft,71,Help Desk Technician,201890.04,16104.31
